Pattern
"((19, 16), (20, 16))"
"((83, 118), (82, 117), (83, 118), (83, 117))"
"((85, 139), (86, 139))"
"((94, 77), (93, 77))"
"((35, 47), (35, 46))"
"((97, 82), (97, 81))"
"((64, 164), (65, 164))"
"((65, 163), (64, 165))"
"((97, 81), (98, 82))"
"((89, 158), (88, 157))"
"((98, 82), (97, 82))"
"((83, 86), (84, 86))"
"((99, 104), (99, 102))"
"((66, 164), (64, 165))"
"((68, 117), (69, 117))"
"((65, 164), (64, 164))"
"((93, 77), (91, 78))"
"((74, 90), (76, 88))"
"((34, 47), (35, 47))"
"((65, 163), (64, 164))"
"((74, 91), (74, 90))"
"((93, 77), (94, 77))"
"((66, 164), (64, 164))"
"((64, 165), (64, 162))"
"((97, 81), (97, 82))"
"((65, 164), (66, 164))"
"((86, 139), (85, 139))"
"((64, 165), (66, 164))"
"((68, 116), (68, 115))"
"((68, 115), (68, 116))"
"((65, 163), (66, 164))"
"((84, 86), (83, 86))"
"((88, 157), (89, 158))"
"((64, 165), (65, 163))"
"((67, 115), (68, 117))"
"((74, 79), (74, 80))"
"((68, 116), (67, 115))"
"((80, 148), (80, 147))"
"((64, 164), (66, 164))"
"((99, 102), (99, 104))"
"((65, 164), (64, 165))"
"((35, 47), (34, 46))"
"((199, 38), (197, 36))"
"((68, 117), (68, 116))"
"((67, 115), (68, 116))"
"((93, 81), (97, 81))"
"((64, 164), (65, 163))"
"((98, 82), (97, 81))"
"((17, 6), (18, 6))"
"((80, 147), (80, 148))"
"((68, 117), (67, 116))"
"((73, 94), (72, 94))"
"((64, 163), (65, 163))"
"((68, 117), (67, 115))"
"((69, 117), (68, 117))"
"((68, 116), (68, 117))"
"((65, 163), (64, 163))"
"((74, 90), (74, 91))"
"((79, 148), (80, 147))"
"((34, 46), (35, 47))"
"((64, 164), (64, 163))"
"((66, 164), (65, 164))"
"((74, 91), (76, 88))"
"((35, 47), (34, 47))"
"((67, 116), (68, 117))"
"((66, 164), (65, 163))"
"((93, 77), (94, 77))"
"((85, 139), (86, 139), (85, 139))"
"((74, 90), (74, 91))"
"((65, 164), (64, 165), (65, 164))"
"((66, 164), (64, 165), (65, 163))"
"((64, 164), (64, 165), (65, 164))"
"((64, 165), (66, 164), (65, 163))"
"((65, 163), (64, 165), (64, 163))"
"((86, 139), (85, 139))"
"((64, 165), (64, 164), (64, 165))"
"((94, 77), (93, 77), (94, 77))"
"((64, 165), (65, 164))"
"((65, 163), (64, 165), (65, 163))"
"((68, 117), (68, 116))"
"((89, 158), (88, 157), (89, 158))"
"((68, 116), (67, 115))"
"((68, 116), (67, 115), (68, 116))"
"((74, 91), (74, 90))"
"((74, 90), (74, 91), (76, 88))"
"((68, 116), (68, 117))"
"((68, 117), (68, 116), (68, 117))"
"((74, 91), (76, 88))"
"((64, 165), (66, 164))"
"((91, 78), (94, 77))"
"((64, 165), (65, 163))"
"((66, 164), (64, 165), (64, 164))"
"((74, 91), (74, 90), (74, 91))"
"((65, 164), (64, 165))"
"((88, 157), (89, 158))"
"((67, 116), (68, 117))"
"((66, 164), (64, 165), (66, 164))"
"((65, 163), (64, 165), (66, 164))"
"((66, 164), (64, 165))"
"((65, 163), (64, 165))"
"((68, 117), (67, 115))"
"((67, 115), (68, 117), (68, 116))"
"((68, 117), (68, 116), (68, 117))"
"((96, 107), (97, 107))"
"((67, 140), (66, 140))"
"((50, 112), (47, 124))"
"((49, 113), (47, 124))"
"((97, 107), (102, 104))"
"((51, 90), (51, 92))"
"((174, 7), (172, 5))"
"((179, 13), (178, 13))"
"((47, 124), (49, 113))"
"((172, 5), (174, 6))"
"((67, 140), (67, 141))"
"((67, 141), (65, 136))"
"((178, 12), (179, 13))"
"((50, 120), (51, 120))"
"((50, 113), (50, 112))"
"((174, 7), (173, 6))"
"((179, 14), (178, 13))"
"((46, 126), (46, 127))"
"((51, 90), (50, 90))"
"((182, 21), (183, 20))"
"((183, 20), (182, 19))"
"((46, 126), (47, 126))"
"((82, 100), (82, 99))"
"((82, 99), (83, 100))"
"((67, 141), (66, 140))"
"((50, 113), (47, 124))"
"((177, 13), (179, 13))"
"((174, 6), (174, 7))"
"((50, 112), (50, 113))"
"((80, 145), (79, 144))"
"((49, 113), (50, 113))"
"((177, 13), (178, 13))"
"((49, 109), (46, 127))"
"((66, 140), (67, 141))"
"((182, 19), (183, 20))"
"((172, 5), (173, 6))"
"((50, 90), (51, 90))"
"((51, 115), (47, 124))"
"((51, 92), (50, 90))"
"((49, 109), (50, 112))"
"((173, 6), (172, 5))"
"((51, 92), (51, 90))"
"((174, 7), (178, 13))"
"((178, 13), (179, 13))"
"((79, 112), (79, 111))"
"((174, 7), (178, 12))"
"((183, 20), (183, 19))"
"((97, 107), (96, 107))"
"((178, 13), (178, 12))"
"((177, 13), (174, 7))"
"((182, 21), (182, 20))"
"((183, 19), (183, 20))"
"((65, 61), (66, 60))"
"((79, 144), (80, 145))"
"((178, 12), (178, 13))"
"((46, 127), (47, 126))"
"((47, 124), (51, 115))"
"((79, 144), (80, 144))"
"((50, 112), (49, 113))"
"((178, 13), (173, 6))"
"((173, 6), (174, 7))"
"((102, 104), (97, 107))"
"((65, 136), (67, 141))"
"((96, 107), (102, 104))"
"((179, 13), (178, 12))"
"((75, 97), (75, 96))"
"((83, 100), (82, 100))"
"((174, 6), (172, 5))"
"((59, 57), (60, 57))"
"((46, 127), (46, 126))"
"((178, 13), (174, 7))"
"((80, 145), (80, 144))"
"((164, 167), (164, 168))"
"((174, 7), (177, 13))"
"((47, 124), (50, 113))"
"((75, 96), (75, 97))"
"((102, 104), (96, 107))"
"((174, 6), (173, 6))"
"((66, 60), (65, 61))"
"((173, 6), (174, 6))"
"((51, 92), (48, 89))"
"((67, 140), (70, 139))"
"((50, 90), (51, 92))"
"((80, 144), (80, 145))"
"((178, 12), (174, 7))"
"((178, 13), (177, 13))"
"((174, 7), (174, 6))"
"((173, 6), (178, 13))"
"((65, 136), (67, 140))"
"((67, 140), (65, 136))"
"((50, 113), (49, 113))"
"((179, 13), (174, 7))"
"((178, 13), (179, 14))"
"((49, 113), (50, 112))"
"((183, 19), (182, 19))"
"((60, 57), (59, 57))"
"((172, 5), (174, 7))"
"((179, 14), (174, 7))"
"((67, 141), (67, 140))"
"((74, 76), (79, 92))"
"((179, 13), (177, 13))"
"((66, 140), (67, 140))"
"((80, 144), (79, 144))"
"((48, 89), (51, 92))"
"((79, 111), (79, 112))"
"((47, 126), (46, 127))"
"((182, 19), (183, 19))"
"((82, 99), (82, 100))"
"((174, 6), (172, 5), (174, 7))"
"((50, 90), (51, 92))"
"((67, 140), (67, 141), (66, 140))"
"((174, 7), (173, 6), (174, 7))"
"((66, 140), (67, 140))"
"((102, 104), (97, 107))"
"((102, 104), (96, 107))"
"((183, 20), (183, 19))"
"((174, 7), (178, 13))"
"((67, 141), (66, 140))"
"((174, 7), (173, 6), (172, 5))"
"((80, 145), (80, 144), (80, 145))"
"((173, 6), (174, 7))"
"((183, 19), (182, 19))"
"((75, 97), (75, 96), (75, 97))"
"((79, 144), (80, 145))"
"((172, 5), (174, 6))"
"((80, 145), (80, 144), (79, 144))"
"((174, 7), (173, 6), (174, 6))"
"((67, 140), (67, 141), (67, 140))"
"((51, 90), (50, 90), (51, 90))"
"((51, 90), (51, 92), (50, 90))"
"((172, 5), (174, 7))"
"((67, 141), (66, 140), (67, 140))"
"((51, 90), (50, 90), (51, 92))"
"((97, 107), (102, 104), (97, 107))"
"((66, 140), (67, 141), (67, 140))"
"((50, 90), (51, 92))"
"((97, 107), (102, 104), (96, 107))"
"((65, 61), (66, 60), (65, 61))"
"((79, 144), (80, 144))"
"((80, 145), (80, 144))"
"((174, 7), (172, 5), (173, 6))"
"((67, 140), (67, 141), (65, 136))"
"((96, 107), (97, 107))"
"((174, 7), (174, 6))"
"((67, 140), (67, 141))"
"((97, 107), (102, 104))"
"((179, 13), (178, 13), (179, 13))"
"((80, 145), (79, 144), (80, 145))"
"((183, 20), (182, 19), (183, 19))"
"((79, 144), (80, 145), (80, 144))"
"((67, 141), (67, 140))"
"((59, 57), (60, 57), (59, 57))"
"((67, 141), (66, 140), (67, 141))"
"((80, 145), (80, 144))"
"((51, 92), (50, 90), (51, 92))"
"((67, 140), (65, 136))"
"((179, 13), (178, 13))"
"((75, 97), (75, 96))"
"((173, 6), (174, 7))"
"((51, 90), (51, 92), (51, 90))"
"((96, 107), (97, 107), (102, 104))"
"((183, 20), (183, 19), (182, 19))"
"((174, 7), (172, 5))"
"((80, 145), (79, 144), (80, 144))"
"((67, 141), (65, 136), (67, 140))"
"((67, 140), (66, 140), (67, 140))"
"((172, 5), (173, 6), (174, 7))"
"((174, 6), (174, 7))"
"((174, 7), (178, 13), (179, 13))"
"((174, 7), (172, 5), (174, 6))"
"((79, 144), (80, 144), (80, 145))"
"((173, 6), (174, 7), (174, 6))"
"((51, 90), (51, 92))"
"((67, 140), (66, 140))"
"((179, 13), (178, 13), (178, 12))"
"((79, 112), (79, 111), (79, 112))"
"((79, 144), (80, 144), (79, 144))"
"((174, 7), (173, 6))"
"((67, 140), (70, 139))"
"((97, 107), (96, 107), (102, 104))"
"((174, 7), (172, 5), (174, 7))"
"((174, 6), (174, 7), (174, 6))"
"((75, 97), (75, 96))"
"((79, 111), (79, 112))"
"((97, 107), (96, 107))"
"((182, 19), (183, 19))"
"((80, 145), (79, 144))"
"((178, 13), (179, 13))"
"((183, 19), (182, 19), (183, 19))"
"((173, 6), (172, 5), (174, 7))"
"((79, 144), (80, 144))"
"((60, 57), (59, 57))"
"((179, 13), (178, 12))"
"((67, 141), (65, 136), (67, 141))"
"((67, 140), (66, 140), (67, 141))"
"((172, 5), (174, 6), (174, 7))"
"((79, 144), (80, 145), (80, 144))"
"((174, 7), (173, 6), (172, 5), (174, 7))"
"((79, 144), (80, 144))"
"((183, 19), (182, 19), (183, 19))"
"((174, 7), (172, 5), (173, 6), (174, 7))"
"((173, 6), (174, 7))"
"((67, 140), (67, 141), (65, 136), (67, 140))"
"((79, 144), (80, 144), (80, 145))"
"((174, 7), (172, 5), (174, 6), (174, 7))"
"((67, 140), (67, 141), (67, 140))"
"((82, 100), (83, 100), (82, 100))"
"((80, 145), (79, 144), (80, 144))"
"((67, 140), (67, 141), (66, 140), (67, 140))"
"((79, 144), (80, 145), (80, 144))"
"((67, 140), (67, 141), (66, 140), (67, 141))"
"((80, 145), (79, 144), (80, 145), (80, 144))"
"((80, 145), (79, 144), (80, 144), (80, 145))"
"((174, 7), (173, 6), (174, 7))"
"((73, 76), (74, 77))"
"((70, 59), (71, 60))"
"((17, 199), (18, 198))"
"((62, 112), (22, 101))"
"((155, 141), (155, 142))"
"((76, 87), (77, 86))"
"((78, 103), (79, 104))"
"((76, 86), (77, 87))"
"((77, 87), (76, 87))"
"((73, 77), (74, 77))"
"((77, 86), (76, 87))"
"((46, 112), (48, 112))"
"((70, 58), (71, 60))"
"((71, 60), (70, 58))"
"((22, 101), (62, 112))"
"((79, 77), (78, 77))"
"((189, 24), (188, 24))"
"((79, 92), (79, 93))"
"((79, 78), (79, 77))"
"((79, 77), (79, 78))"
"((71, 59), (70, 58))"
"((18, 198), (17, 199))"
"((73, 93), (72, 93))"
"((74, 77), (73, 76))"
"((47, 112), (46, 112))"
"((79, 93), (78, 93))"
"((76, 87), (77, 87))"
"((188, 23), (189, 24))"
"((79, 94), (79, 93))"
"((78, 77), (79, 78))"
"((51, 107), (50, 107))"
"((78, 77), (79, 77))"
"((79, 93), (79, 94))"
"((79, 78), (78, 77))"
"((79, 92), (78, 93))"
"((80, 92), (79, 93))"
"((72, 93), (73, 93))"
"((80, 92), (79, 92))"
"((155, 142), (155, 141))"
"((73, 77), (73, 76))"
"((79, 92), (79, 94))"
"((79, 104), (78, 103))"
"((79, 93), (79, 92))"
"((17, 198), (17, 199))"
"((50, 107), (51, 107))"
"((188, 24), (189, 24))"
"((77, 87), (76, 86))"
"((74, 77), (79, 78))"
"((189, 24), (188, 23))"
"((70, 58), (71, 60), (70, 58))"
"((76, 87), (77, 87))"
"((73, 93), (72, 93), (73, 93))"
"((46, 112), (47, 112), (48, 112))"
"((78, 103), (79, 104))"
"((47, 112), (48, 112))"
"((17, 199), (18, 198))"
"((155, 142), (155, 141))"
"((17, 199), (18, 198), (17, 198))"
"((77, 86), (77, 87))"
"((78, 103), (79, 104))"
"((155, 142), (155, 141))"
"((77, 87), (76, 87), (77, 87))"
"((46, 112), (48, 112))"
"((73, 93), (72, 93))"
"((72, 93), (73, 93))"
"((155, 141), (155, 142), (155, 141))"
"((77, 87), (76, 87))"
"((17, 199), (18, 198), (17, 199))"
"((17, 199), (18, 198))"
"((76, 87), (77, 87))"
"((78, 103), (79, 104), (78, 103))"
"((48, 112), (47, 112))"
"((78, 103), (79, 104))"
"((77, 87), (76, 87), (77, 87))"
"((155, 142), (155, 141))"
"((78, 103), (79, 104), (78, 103))"
"((82, 71), (82, 72))"
"((91, 58), (90, 58))"
"((92, 57), (91, 58))"
"((74, 74), (74, 76))"
"((80, 73), (74, 75))"
"((18, 10), (19, 9))"
"((90, 58), (92, 57))"
"((144, 199), (144, 200))"
"((19, 10), (18, 10))"
"((74, 74), (80, 73))"
"((92, 57), (91, 57))"
"((94, 103), (95, 103))"
"((82, 71), (74, 75))"
"((82, 71), (83, 71))"
"((74, 75), (74, 76))"
"((80, 73), (74, 77))"
"((91, 57), (91, 58))"
"((85, 142), (84, 140))"
"((19, 11), (18, 10))"
"((74, 75), (80, 73))"
"((80, 73), (76, 71))"
"((40, 47), (41, 47))"
"((91, 57), (92, 57))"
"((18, 10), (19, 10))"
"((77, 81), (76, 81))"
"((74, 76), (80, 73))"
"((76, 71), (80, 73))"
"((41, 47), (40, 47))"
"((82, 72), (83, 71))"
"((83, 71), (82, 72))"
"((83, 71), (82, 71))"
"((19, 9), (18, 10))"
"((80, 73), (74, 74))"
"((84, 140), (85, 142))"
"((95, 103), (94, 103))"
"((91, 58), (92, 57))"
"((83, 71), (74, 75))"
"((91, 58), (91, 57))"
"((18, 10), (19, 11))"
"((80, 73), (74, 76))"
"((82, 72), (82, 71))"
"((92, 57), (90, 58))"
"((144, 200), (144, 199))"
"((90, 58), (91, 58))"
"((80, 73), (74, 75), (80, 73))"
"((40, 47), (41, 47), (40, 47))"
"((82, 71), (82, 72), (83, 71))"
"((80, 73), (74, 76))"
"((90, 58), (92, 57))"
"((92, 57), (91, 58))"
"((82, 72), (83, 71), (82, 71))"
"((91, 58), (92, 57), (90, 58))"
"((92, 57), (90, 58))"
"((94, 103), (95, 103), (94, 103))"
"((83, 71), (82, 72), (82, 71))"
"((19, 9), (18, 10))"
"((83, 71), (82, 72))"
"((80, 73), (74, 74))"
"((80, 73), (76, 71), (80, 73))"
"((82, 71), (83, 71))"
"((19, 10), (18, 10))"
"((18, 10), (19, 9), (18, 10))"
"((83, 71), (82, 71))"
"((18, 10), (19, 10))"
"((94, 103), (95, 103))"
"((80, 73), (74, 75), (74, 76))"
"((82, 71), (82, 72), (82, 71))"
"((82, 71), (83, 71), (82, 72))"
"((91, 58), (92, 57))"
"((19, 10), (18, 10), (19, 10))"
"((95, 103), (94, 103))"
"((82, 71), (83, 71))"
"((40, 47), (41, 47))"
"((18, 10), (19, 10))"
"((92, 57), (91, 58), (92, 57))"
"((82, 71), (83, 71), (82, 71))"
"((18, 10), (19, 9))"
"((82, 72), (82, 71))"
"((82, 72), (83, 71), (82, 72))"
"((41, 47), (40, 47))"
"((82, 71), (83, 71), (82, 71))"
"((94, 103), (95, 103), (94, 103))"
"((82, 71), (83, 71), (82, 71))"
"((71, 90), (72, 91))"
"((19, 3), (19, 4))"
"((19, 2), (19, 4))"
"((78, 94), (79, 94))"
"((74, 91), (73, 92))"
"((174, 8), (174, 7))"
"((64, 60), (63, 60))"
"((174, 7), (174, 8))"
"((68, 146), (68, 145))"
"((63, 60), (64, 60))"
"((19, 4), (19, 2))"
"((40, 43), (41, 44))"
"((79, 94), (78, 94))"
"((68, 145), (68, 146))"
"((72, 69), (72, 68))"
"((73, 92), (74, 91))"
"((72, 68), (72, 69))"
"((78, 94), (79, 94))"
"((174, 8), (174, 7))"
"((174, 8), (174, 7), (174, 8))"
"((78, 94), (79, 94), (78, 94))"
"((19, 2), (19, 4), (19, 2))"
"((174, 7), (174, 8))"
"((72, 69), (72, 68))"
"((72, 69), (72, 68))"
"((72, 69), (72, 68), (72, 69))"
"((19, 2), (19, 4))"
"((72, 69), (72, 68), (72, 69))"
"((174, 8), (174, 7), (174, 8))"
"((79, 94), (95, 106))"
"((161, 174), (161, 173))"
"((61, 124), (61, 126))"
"((9, 196), (10, 196))"
"((61, 124), (61, 125))"
"((94, 106), (79, 94))"
"((92, 93), (92, 92))"
"((92, 93), (93, 93))"
"((94, 106), (95, 106))"
"((92, 92), (92, 93))"
"((161, 173), (158, 174))"
"((50, 112), (64, 111))"
"((64, 111), (50, 112))"
"((82, 91), (83, 91))"
"((61, 126), (61, 132))"
"((79, 94), (94, 106))"
"((92, 92), (93, 93))"
"((93, 93), (92, 93))"
"((158, 174), (161, 173))"
"((61, 126), (61, 124))"
"((76, 111), (75, 111))"
"((61, 125), (61, 124))"
"((161, 173), (161, 174))"
"((61, 124), (61, 132))"
"((92, 94), (93, 83))"
"((95, 106), (94, 106))"
"((64, 112), (63, 111))"
"((64, 112), (64, 111))"
"((66, 114), (67, 116))"
"((65, 134), (64, 111))"
"((64, 111), (63, 111))"
"((64, 111), (64, 112))"
"((95, 106), (79, 94))"
"((11, 42), (10, 42))"
"((67, 114), (67, 116))"
"((61, 126), (61, 125))"
"((61, 125), (61, 126))"
"((63, 111), (64, 111))"
"((94, 106), (79, 94), (94, 106))"
"((61, 124), (61, 126), (61, 124))"
"((61, 126), (61, 124))"
"((64, 111), (63, 111), (64, 111))"
"((61, 125), (61, 124))"
"((61, 124), (61, 125), (61, 126))"
"((61, 124), (61, 126), (61, 125))"
"((79, 94), (95, 106), (79, 94))"
"((61, 124), (61, 126))"
"((64, 111), (63, 111))"
"((94, 106), (79, 94))"
"((64, 111), (63, 111))"
"((63, 111), (64, 111))"
"((94, 106), (95, 106), (94, 106))"
"((50, 112), (64, 111))"
"((61, 126), (61, 125))"
"((79, 94), (94, 106))"
"((61, 126), (61, 125), (61, 126))"
"((79, 94), (95, 106), (94, 106))"
"((94, 106), (95, 106), (79, 94))"
"((61, 124), (61, 125), (61, 124))"
"((64, 111), (63, 111), (64, 111))"
"((61, 124), (61, 126), (61, 124))"
"((94, 106), (79, 94), (94, 106))"
"((16, 12), (15, 12))"
"((80, 117), (80, 115))"
"((67, 115), (66, 115))"
"((74, 89), (74, 90))"
"((66, 115), (67, 115))"
"((80, 117), (81, 116))"
"((16, 12), (33, 48))"
"((74, 98), (74, 97))"
"((74, 87), (73, 87))"
"((73, 87), (72, 87))"
"((15, 12), (16, 12))"
"((74, 87), (72, 87))"
"((73, 94), (74, 94))"
"((74, 94), (73, 94))"
"((28, 39), (28, 38))"
"((80, 117), (80, 116))"
"((80, 116), (80, 117))"
"((90, 89), (90, 88))"
"((74, 89), (74, 91))"
"((72, 87), (73, 87))"
"((76, 88), (76, 87))"
"((68, 118), (69, 117))"
"((67, 116), (67, 115))"
"((29, 38), (28, 38))"
"((67, 115), (67, 116))"
"((76, 87), (76, 88))"
"((15, 12), (28, 38))"
"((73, 87), (74, 87))"
"((73, 87), (74, 87))"
"((80, 117), (80, 116), (80, 117))"
"((66, 115), (67, 115))"
"((16, 12), (33, 48))"
"((16, 12), (15, 12), (16, 12))"
"((16, 12), (15, 12))"
"((73, 87), (72, 87), (73, 87))"
"((80, 117), (80, 116))"
"((80, 117), (80, 116))"
"((15, 12), (28, 38))"
"((67, 116), (67, 115))"
"((16, 12), (15, 12))"
"((74, 87), (73, 87), (74, 87))"
"((105, 102), (105, 103))"
"((69, 44), (74, 43))"
"((70, 63), (74, 81))"
"((83, 80), (83, 78))"
"((104, 103), (105, 103))"
"((90, 79), (90, 78))"
"((88, 147), (87, 146))"
"((91, 76), (92, 77))"
"((91, 77), (90, 78))"
"((90, 76), (90, 78))"
"((91, 77), (90, 77))"
"((105, 103), (104, 103))"
"((90, 77), (91, 77))"
"((105, 103), (101, 104))"
"((91, 77), (90, 76))"
"((90, 80), (91, 77))"
"((80, 116), (49, 124))"
"((91, 77), (92, 77))"
"((90, 77), (90, 79))"
"((101, 104), (104, 103))"
"((74, 43), (69, 44))"
"((94, 78), (92, 77))"
"((104, 103), (101, 104))"
"((105, 103), (105, 102))"
"((101, 104), (105, 103))"
"((92, 77), (90, 80))"
"((11, 194), (10, 194))"
"((91, 77), (90, 79))"
"((11, 194), (10, 193))"
"((90, 76), (90, 79))"
"((78, 93), (79, 94))"
"((90, 78), (94, 78))"
"((90, 80), (90, 78))"
"((90, 78), (92, 77))"
"((104, 103), (105, 102))"
"((92, 77), (90, 78))"
"((90, 77), (94, 78))"
"((78, 93), (79, 93))"
"((92, 77), (90, 77))"
"((79, 94), (79, 92))"
"((93, 158), (94, 159))"
"((78, 93), (79, 92))"
"((90, 77), (92, 77))"
"((83, 80), (107, 96))"
"((10, 194), (11, 194))"
"((10, 194), (10, 193))"
"((90, 80), (92, 77))"
"((71, 63), (74, 81))"
"((10, 193), (11, 194))"
"((92, 77), (90, 76))"
"((49, 124), (80, 116))"
"((90, 79), (92, 77))"
"((10, 193), (10, 194))"
"((83, 78), (83, 79))"
"((91, 77), (90, 80))"
"((90, 76), (92, 77))"
"((90, 77), (90, 78))"
"((105, 102), (104, 103))"
"((105, 101), (105, 103))"
"((45, 108), (45, 110))"
"((10, 194), (10, 193))"
"((79, 93), (79, 92))"
"((79, 92), (79, 93), (79, 92))"
"((74, 43), (69, 44))"
"((79, 93), (78, 93))"
"((79, 94), (79, 93), (79, 92))"
"((79, 93), (78, 93), (79, 93))"
"((78, 93), (79, 93), (79, 94))"
"((104, 103), (105, 103), (105, 102))"
"((91, 77), (92, 77))"
"((69, 44), (74, 43), (69, 44))"
"((104, 103), (105, 103), (104, 103))"
"((79, 93), (78, 93), (79, 92))"
"((11, 194), (10, 194))"
"((69, 44), (74, 43))"
"((105, 102), (105, 103))"
"((11, 194), (10, 194))"
"((80, 116), (49, 124))"
"((105, 102), (105, 103), (104, 103))"
"((104, 103), (105, 103))"
"((79, 93), (79, 94))"
"((79, 92), (79, 93), (79, 94))"
"((105, 103), (104, 103))"
"((105, 103), (105, 102))"
"((79, 93), (79, 92))"
"((11, 194), (10, 194), (11, 194))"
"((78, 93), (79, 93), (79, 92))"
"((93, 84), (94, 83))"
"((76, 71), (76, 70))"
"((179, 14), (180, 15))"
"((94, 83), (93, 84))"
"((132, 140), (145, 132))"
"((125, 122), (124, 122))"
"((103, 102), (101, 103))"
"((102, 104), (94, 97))"
"((180, 15), (179, 15))"
"((90, 79), (90, 80))"
"((179, 15), (180, 15))"
"((93, 84), (94, 84))"
"((94, 84), (93, 84))"
"((74, 111), (73, 111))"
"((80, 102), (77, 101))"
"((93, 83), (94, 84))"
"((125, 123), (125, 122))"
"((125, 123), (126, 123))"
"((93, 83), (94, 83))"
"((73, 111), (74, 111))"
"((76, 70), (76, 71))"
"((85, 151), (84, 152))"
"((126, 123), (125, 123))"
"((84, 152), (85, 151))"
"((144, 133), (145, 132))"
"((180, 15), (179, 14))"
"((90, 80), (90, 79))"
"((126, 123), (125, 122))"
"((125, 123), (124, 122))"
"((93, 84), (94, 83))"
"((84, 152), (85, 151))"
"((125, 122), (125, 123), (126, 123))"
"((93, 84), (94, 84), (94, 83))"
"((124, 122), (125, 123), (126, 123))"
"((94, 83), (94, 84))"
"((125, 122), (126, 123), (124, 122))"
"((74, 111), (73, 111), (74, 111))"
"((93, 84), (94, 83), (94, 84))"
"((125, 122), (124, 122), (126, 123))"
"((74, 111), (73, 111))"
"((94, 83), (94, 84))"
"((125, 122), (125, 123))"
"((93, 84), (94, 84))"
"((73, 111), (74, 111))"
"((125, 123), (126, 123), (124, 122))"
"((85, 151), (84, 152))"
"((74, 111), (73, 111))"
"((124, 122), (125, 123))"
"((94, 84), (94, 83), (94, 84))"
"((132, 140), (145, 132))"
"((76, 70), (76, 71))"
"((94, 83), (93, 84), (94, 84))"
"((125, 123), (125, 122), (126, 123))"
"((76, 71), (76, 70), (76, 71))"
"((125, 122), (124, 122), (125, 123))"
"((85, 151), (84, 152), (85, 151))"
"((76, 70), (76, 71))"
"((125, 123), (125, 122))"
"((126, 123), (125, 122), (126, 123), (125, 123))"
"((85, 151), (84, 152), (85, 151))"
"((125, 123), (126, 123), (124, 122))"
"((74, 111), (73, 111), (74, 111))"
"((125, 123), (125, 122), (126, 123), (125, 123))"
"((94, 83), (94, 84))"
"((70, 108), (69, 107))"
"((90, 77), (94, 102))"
"((14, 200), (10, 199))"
"((30, 44), (17, 13))"
"((30, 45), (30, 44))"
"((86, 59), (86, 60))"
"((94, 102), (91, 77))"
"((91, 77), (94, 102))"
"((72, 98), (73, 98))"
"((86, 59), (87, 59))"
"((87, 59), (86, 60))"
"((17, 13), (30, 45))"
"((17, 13), (30, 44))"
"((74, 108), (73, 108))"
"((32, 44), (17, 13))"
"((94, 102), (90, 77))"
"((10, 198), (9, 198))"
"((86, 60), (87, 59))"
"((10, 198), (14, 200))"
"((94, 101), (93, 100))"
"((30, 44), (30, 45))"
"((30, 40), (29, 40))"
"((17, 13), (32, 44))"
"((9, 198), (10, 199))"
"((9, 198), (10, 198))"
"((10, 199), (9, 198))"
"((10, 199), (10, 198))"
"((73, 98), (72, 98))"
"((69, 107), (70, 108))"
"((10, 198), (10, 199))"
"((30, 45), (32, 44))"
"((32, 44), (30, 45))"
"((30, 45), (17, 13))"
"((93, 100), (94, 101))"
"((32, 44), (17, 13))"
"((90, 77), (94, 102), (90, 77))"
"((90, 77), (91, 77))"
"((94, 101), (93, 100), (94, 101))"
"((91, 77), (90, 77), (91, 77))"
"((91, 77), (94, 102), (90, 77))"
"((17, 13), (30, 45), (17, 13))"
"((17, 13), (30, 45))"
"((94, 101), (93, 100))"
"((94, 102), (91, 77))"
"((90, 77), (91, 77), (94, 102))"
"((90, 77), (94, 102), (91, 77))"
"((94, 102), (91, 77), (94, 102))"
"((30, 45), (17, 13))"
"((10, 198), (10, 199))"
"((91, 77), (90, 77))"
"((90, 77), (94, 102))"
"((94, 102), (90, 77))"
"((91, 77), (94, 102))"
"((93, 100), (94, 101))"
"((10, 199), (10, 198), (10, 199))"
"((10, 199), (10, 198))"
"((30, 44), (17, 13))"
"((90, 77), (91, 77), (94, 102))"
"((17, 13), (30, 45), (17, 13))"
"((91, 77), (94, 102), (90, 77))"
"((90, 77), (94, 102), (90, 77))"
"((91, 77), (90, 77), (91, 77), (94, 102))"
"((111, 133), (110, 133))"
"((95, 178), (96, 178))"
"((71, 92), (72, 92))"
"((96, 178), (97, 180))"
"((83, 148), (84, 147))"
"((68, 60), (68, 61))"
"((80, 87), (79, 87))"
"((97, 180), (96, 179))"
"((71, 92), (71, 91))"
